wandb: [wandb.login()] Loaded credentials for https://api.wandb.ai from /home/okeren/.netrc.
wandb: Currently logged in as: uri-koren (uri-koren-technion-israel-institute-of-technology) to https://api.wandb.ai. Use `wandb login --relogin` to force relogin
wandb: Tracking run with wandb version 0.27.2
wandb: Run data is saved locally in /home/okeren/RobustRL/wandb/run-20260618_004749-0czqqjc7
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run Walker2d-v5__baseline__3__1781758066
wandb: ⭐️ View project at https://wandb.ai/uri-koren-technion-israel-institute-of-technology/RobustRL
wandb: 🚀 View run at https://wandb.ai/uri-koren-technion-israel-institute-of-technology/RobustRL/runs/0czqqjc7
wandb: WARNING Step cannot be set when using tensorboard syncing. Please use `run.define_metric(...)` to define a custom metric to log your step values.
global_step=13952, return=-0.2449783432235093
global_step=13952, return=4.410667335885335
global_step=14016, return=2.279041388349258
global_step=14016, return=6.037929166542415
global_step=14080, return=7.008664861868635
global_step=14080, return=-4.631939066129403
global_step=14144, return=1.7655638417259238
global_step=14144, return=8.68363912550223
global_step=14144, return=3.234377666913495
global_step=14144, return=-0.4596507354029761
global_step=14208, return=10.026430222441762
global_step=14208, return=1.5809425101046457
global_step=14208, return=-2.203900885304959
global_step=14208, return=3.2180547851416064
global_step=14272, return=6.0470637309875865
global_step=14272, return=2.6385751922753693
global_step=14272, return=-4.387546570701672
global_step=14336, return=7.009159964254739
global_step=14336, return=-10.545752446197014
global_step=14400, return=1.9455951470076414
global_step=14400, return=-0.49976357465179894
global_step=14464, return=-3.950201521335173
global_step=14464, return=3.7713715588567975
global_step=14528, return=3.3045992589516753
global_step=14528, return=6.23109203162696
global_step=14528, return=-11.996669033908816
global_step=14592, return=1.0689213648500562
global_step=14592, return=0.69910877805417
global_step=14592, return=11.214164402083929
global_step=14592, return=-2.463090290036832
global_step=14592, return=6.442691051230543
global_step=14656, return=5.105211013706537
global_step=14656, return=0.26380395248899624
global_step=14656, return=23.235523251931546
global_step=14656, return=0.03716630210116567
global_step=14720, return=8.091959401809564
global_step=14720, return=0.43897340425355197
global_step=14720, return=-4.382553570792661
global_step=14720, return=3.217461510806209
global_step=14784, return=-2.929598828395993
global_step=14784, return=19.904676235901718
global_step=14784, return=5.280053843934765
global_step=14784, return=-5.459422400571196
global_step=14848, return=-3.7068008064094515
global_step=14848, return=-5.274955749381406
global_step=14848, return=-0.7869253480019698
global_step=14848, return=3.931513565912203
global_step=14912, return=-1.9835756271835652
global_step=14912, return=-1.654212516386139
global_step=14912, return=8.1297891753283
global_step=14976, return=2.12445147532388
global_step=14976, return=-1.5153110641781837
global_step=15040, return=-3.80378290631024
global_step=15040, return=-3.1855843138405304
global_step=15040, return=9.343969282322718
global_step=15104, return=6.785477620593664
global_step=15168, return=9.362407878827359
global_step=15168, return=-11.761907634407741
global_step=15232, return=18.222894410202905
global_step=15296, return=3.1175777679601966
global_step=15360, return=-10.209197642282572
global_step=15360, return=6.043161153962544
global_step=15360, return=-6.351385786754747
global_step=15360, return=-2.127614808834694
global_step=15360, return=-2.2449020962640076
global_step=15424, return=0.7731610132532034
global_step=15488, return=1.2073690743014565
global_step=15488, return=-2.682114703523894
global_step=15552, return=-0.8867795193640906
global_step=15616, return=0.2845951596562051
global_step=15616, return=-2.8482885473842168
global_step=15616, return=-0.324283489193369
global_step=15616, return=-0.2887499686718833
global_step=15616, return=-0.03098250872873598
global_step=15680, return=-2.561395752168948
global_step=15680, return=-3.9931888787281533
global_step=15680, return=-2.137817783817259
global_step=15680, return=-2.732112216733709
global_step=15680, return=-1.787256652611561
global_step=15680, return=0.581060823832459
global_step=15744, return=1.3159952176514809
global_step=15744, return=9.311238746296185
global_step=15744, return=-1.6553339461230918
global_step=15744, return=-0.24308708903310317
global_step=15808, return=10.331095746423731
global_step=15872, return=-1.2796035024689627
global_step=15872, return=-0.05501725067447638
global_step=15872, return=-2.453233931866551
global_step=15936, return=0.14372124830436905
global_step=15936, return=3.765711808288141
global_step=16000, return=-2.3085209067225048
global_step=16000, return=-8.381582032658574
global_step=16000, return=2.762914333036645
global_step=16000, return=3.48236531152006
global_step=16000, return=0.9587489589137113
global_step=16064, return=-0.8936135785008251
global_step=16064, return=11.60797003620887
global_step=16064, return=-2.271894260278117
global_step=16128, return=1.4230540280513422
global_step=16128, return=0.8210376567114686
global_step=16128, return=11.365644190092782
global_step=16128, return=1.2464186381926923
global_step=16128, return=-6.4484536968705415
global_step=16192, return=-0.7130347308427281
global_step=16192, return=-2.236397404068615
global_step=16192, return=0.955439107631777
global_step=16256, return=-0.7337734118994628
global_step=16256, return=-6.0310462318975055
global_step=16320, return=-1.5903335148530047
global_step=16320, return=2.589817385295638
global_step=16320, return=-3.2716184715924124
global_step=16320, return=1.7206113570447807
global_step=16384, return=1.111090051077595
global_step=16384, return=-3.0788667352810153
global_step=16384, return=13.886812080295565
SPS: 856
global_step=16448, return=-1.467273222952968
global_step=16448, return=1.6156736951680652
global_step=16448, return=-1.9684712733507659
global_step=16448, return=8.458211343373764
global_step=16512, return=12.05401866457423
global_step=16576, return=5.344318534868313
global_step=16576, return=1.2728989772362835
global_step=16640, return=0.2576655794848073
global_step=16640, return=2.2950521827227517
global_step=16640, return=3.4606377910656554
global_step=16640, return=-1.3957292417272626
global_step=16640, return=-1.0780998096061285
global_step=16704, return=-1.9130018696084694
global_step=16832, return=-5.869070297849197
global_step=16896, return=-6.064601113813533
global_step=16960, return=10.580299997321504
global_step=16960, return=-3.740908292408123
global_step=16960, return=-6.2268643270682285
global_step=16960, return=-4.011651395155404
global_step=16960, return=2.9412538853373027
global_step=17024, return=-4.909221901309856
global_step=17024, return=0.2335774955088213
global_step=17216, return=-6.233050428711499
global_step=17216, return=3.1878436965425885
global_step=17280, return=7.83535400344002
global_step=17344, return=6.550064871215512
global_step=17344, return=10.41622932406854
global_step=17344, return=0.21086970899110824
global_step=17472, return=3.234844599818239
global_step=17472, return=12.053432179715056
global_step=17472, return=33.65801377700224
global_step=17536, return=3.369108920259927
global_step=17600, return=11.079692177571753
global_step=17600, return=14.634415712279608
global_step=17600, return=-2.925889456271931
global_step=17600, return=7.471080918745582
global_step=17664, return=8.2947843363619
global_step=17664, return=-0.23121348396588526
global_step=17792, return=11.799511005370332
global_step=17792, return=3.5530025392382427
global_step=17856, return=3.9045461382417086
global_step=17856, return=-1.0276720851027872
global_step=17856, return=6.535985885251623
global_step=17984, return=12.967170460093248
global_step=17984, return=5.157948874329021
global_step=18048, return=-0.011655539913509205
global_step=18048, return=25.509157527152077
global_step=18048, return=-0.35973916257678407
global_step=18048, return=-1.9869425716515605
global_step=18048, return=7.823353268645059
global_step=18176, return=2.455140104696423
global_step=18176, return=-4.312076078669851
global_step=18240, return=19.355603819122777
global_step=18240, return=-0.8485780444130282
global_step=18304, return=9.037809729524234
global_step=18304, return=6.071851199569032
global_step=18304, return=7.709567664464542
global_step=18304, return=2.44813417919202
global_step=18368, return=-5.661621229673421
global_step=18368, return=-3.182632100323487
global_step=18432, return=1.5572273669553642
global_step=18496, return=1.1236906328317513
global_step=18560, return=3.707346440054475
global_step=18624, return=1.1173136616236332
global_step=18624, return=11.788767281259803
global_step=18688, return=5.130372953795397
global_step=18816, return=20.786892224098164
global_step=18816, return=3.902505088313223
global_step=18880, return=-7.471755008354876
global_step=18944, return=-4.221801010589097
global_step=18944, return=27.43655029506983
global_step=18944, return=2.5874246897561752
global_step=19008, return=14.313354007042872
global_step=19072, return=17.203892521614947
global_step=19136, return=-6.042728376616653
global_step=19136, return=-1.4285691450778808
global_step=19200, return=5.279165820556438
global_step=19264, return=4.395069345033893
global_step=19328, return=20.465075468717934
global_step=19328, return=7.177305334668728
global_step=19392, return=6.278327278949892
global_step=19392, return=36.33714959339108
global_step=19392, return=6.455739285709994
global_step=19456, return=42.84685134472335
global_step=19456, return=3.424902536102208
global_step=19520, return=19.788484548001918
global_step=19520, return=15.014538803351947
global_step=19520, return=15.027017101620256
global_step=19520, return=4.305510303914687
global_step=19520, return=1.6171910123148165
global_step=19520, return=-0.2608246436265359
global_step=19584, return=4.145431053674559
global_step=19648, return=-0.1301506123447278
global_step=19648, return=21.58672476893601
global_step=19648, return=-8.292689305486718
global_step=19712, return=7.008236996555634
global_step=19712, return=0.9865698867590735
global_step=19776, return=7.982749629120952
global_step=19776, return=10.252049839738774
global_step=19776, return=1.7157704873868385
global_step=19840, return=4.073682454111382
global_step=19840, return=9.446282895261588
global_step=19840, return=-2.650908959844015
global_step=19840, return=15.692670478477758
global_step=19904, return=0.15665739079514762
global_step=19904, return=8.827810139085267
global_step=19904, return=11.60305635502814
global_step=19968, return=-3.5233649033052235
global_step=20032, return=-3.9673520820269426
global_step=20032, return=-1.0629636854772369
global_step=20032, return=6.463806648187594
global_step=20096, return=2.079666139487421
global_step=20096, return=-4.648104904955912
global_step=20096, return=-5.220496125759545
global_step=20160, return=12.229300391596805
global_step=20160, return=31.93708972201144
global_step=20160, return=-2.1699668254840008
global_step=20160, return=-4.767090672951603
global_step=20224, return=10.8490510344981
global_step=20224, return=4.329179176154943
global_step=20288, return=6.701584250825786
global_step=20288, return=14.410336888485025
global_step=20480, return=7.610984234663592
global_step=20480, return=2.368259274456678
global_step=20480, return=-1.436723348107623
global_step=20544, return=-0.8145124614372244
global_step=20608, return=-1.556116488960492
global_step=20608, return=6.817911363761183
global_step=20608, return=-4.492509977458155
global_step=20672, return=-10.853992214419529
global_step=20672, return=-4.415316606055992
global_step=20736, return=7.355434871951406
global_step=20736, return=1.9475127880312915
global_step=20800, return=21.859913696536964
global_step=20800, return=8.684980850965536
global_step=20864, return=23.2410221380097
global_step=20928, return=1.805829407645053
global_step=20928, return=-0.006780763595784986
global_step=20928, return=4.198990526483151
global_step=20928, return=-2.005124652413196
global_step=20928, return=10.009091423714043
global_step=20928, return=2.693200845652695
global_step=21056, return=3.301170962618606
global_step=21056, return=0.6554024055474755
global_step=21120, return=-2.237168792818211
global_step=21120, return=5.734453914971345
global_step=21120, return=1.964715867146477
global_step=21120, return=17.110028398460788
global_step=21120, return=-3.715651162167229
global_step=21184, return=9.84827943625194
global_step=21184, return=-1.393475675196601
global_step=21248, return=3.0829337510452324
global_step=21312, return=2.787174457121531
global_step=21376, return=-3.7468915080404672
global_step=21440, return=-3.7405816641754726
global_step=21568, return=24.424917352893544
global_step=21568, return=5.036893694262814
global_step=21568, return=19.14318079739232
global_step=21632, return=-1.9593089933370076
global_step=21632, return=0.24253295105297168
global_step=21632, return=34.41741826433562
global_step=21632, return=6.23058949719841
global_step=21632, return=60.15866879133408
global_step=21696, return=7.067966024110905
global_step=21696, return=10.066272203662535
global_step=21696, return=1.8299372294432175
global_step=21760, return=9.347911434993177
global_step=21824, return=9.289086830351712
global_step=21824, return=-1.7909070151934932
global_step=21888, return=-1.2456811758239226
global_step=21952, return=11.707245485762718
global_step=21952, return=1.236061147640268
global_step=21952, return=10.004497776979301
global_step=21952, return=-2.167645348349069
global_step=21952, return=-4.27029541752343
global_step=21952, return=17.483909876977936
global_step=22016, return=-4.094038779247951
global_step=22016, return=13.047140069088607
global_step=22016, return=2.3315880724522335
global_step=22080, return=4.729833096995514
global_step=22080, return=-4.368010871108083
global_step=22080, return=5.732461907589244
global_step=22080, return=9.909571360373585
global_step=22144, return=14.292719201407403
global_step=22144, return=5.622240900612848
global_step=22144, return=4.26266191428475
global_step=22208, return=-4.747879464435447
global_step=22208, return=18.386833378311756
global_step=22272, return=2.773138942435336
global_step=22336, return=-4.193013848815028
global_step=22336, return=-1.500853466772898
global_step=22400, return=4.843987342428949
global_step=22464, return=-3.518263227124718
global_step=22592, return=-1.391342317325281
global_step=22592, return=3.692005655963536
global_step=22592, return=4.063453899221172
global_step=22656, return=1.8785039048555352
global_step=22656, return=10.92560052811748
global_step=22784, return=8.66768611169232
global_step=22912, return=2.5179012248651014
global_step=22912, return=3.4975064322180165
global_step=22976, return=12.743587044142764
global_step=22976, return=3.8777784739930707
global_step=22976, return=3.313526888002924
global_step=22976, return=19.470438958479306
global_step=23040, return=27.67084611809757
global_step=23040, return=40.47344931325445
global_step=23104, return=18.121067235835717
global_step=23104, return=-2.2060271306013037
global_step=23104, return=1.0285888586356826
global_step=23232, return=9.082166481269475
global_step=23232, return=15.588441796242448
global_step=23232, return=-4.0921137245759915
global_step=23296, return=-0.8017678913237849
global_step=23360, return=-1.358341690345814
global_step=23360, return=-4.5423313418921145
global_step=23360, return=-1.5538485262359072
global_step=23360, return=6.373804970645914
global_step=23360, return=5.456741786724349
global_step=23424, return=-4.181197698755648
global_step=23424, return=7.099095298545065
global_step=23424, return=-0.1242507853164243
global_step=23424, return=5.679057718041397
global_step=23488, return=-3.583526193874027
global_step=23552, return=-5.192783914403053
global_step=23616, return=14.358828710596562
global_step=23616, return=11.0995599032023
global_step=23680, return=48.36468500142139
global_step=23680, return=10.466291687926237
global_step=23744, return=-3.9551289275451533
global_step=23744, return=-2.3243900549298155
global_step=23744, return=17.509049841901955
global_step=23744, return=1.7510958264136396
global_step=23808, return=-8.40298126706912
global_step=23808, return=13.022274103443571
global_step=23808, return=-0.5525182869187804
global_step=23872, return=-0.9985957783389148
global_step=23872, return=19.221620920755985
global_step=23872, return=-4.962147179349603
global_step=23872, return=70.81257562788414
global_step=23872, return=1.935678693586936
global_step=23872, return=24.528274758714222
global_step=23936, return=0.1472080117189415
global_step=23936, return=0.3648164498702936
global_step=24064, return=-2.4790749651795094
global_step=24064, return=2.6535728399061074
global_step=24064, return=-1.4840913351901703
global_step=24128, return=19.31916679991107
global_step=24128, return=0.18602035306785425
global_step=24192, return=75.74981907737467
global_step=24256, return=-2.6793925834660843
global_step=24256, return=0.06687138317605124
global_step=24320, return=5.365135247071506
global_step=24384, return=15.183054317652731
global_step=24448, return=7.597646048440252
global_step=24448, return=0.8846121686339525
global_step=24448, return=-5.25455122495053
global_step=24448, return=4.210559358160416
global_step=24448, return=5.40821294489672
global_step=24512, return=11.475802256311573
global_step=24512, return=36.00587071669362
global_step=24576, return=20.62723781685275
global_step=24576, return=-7.056149062654952
SPS: 920
global_step=24704, return=8.986980214412611
global_step=24704, return=-0.6823160871345936
global_step=24768, return=4.167657171776008
global_step=24832, return=0.6237752949547464
global_step=24832, return=-0.988868862050517
global_step=24896, return=2.553675224330413
global_step=24960, return=-6.250135102748995
global_step=25024, return=4.126719026522553
global_step=25088, return=8.122658009254362
global_step=25152, return=-3.1385381531226986
global_step=25216, return=12.163759598662473
global_step=25216, return=7.665294950012165
global_step=25280, return=15.080986638529248
global_step=25344, return=21.061026278323553
global_step=25344, return=2.493712043182641
global_step=25344, return=-0.15919412127342825
global_step=25408, return=9.771904716268017
global_step=25408, return=-0.34807918004195537
global_step=25536, return=4.202179727894968
global_step=25600, return=6.548534668205308
global_step=25664, return=31.64244451337778
global_step=25664, return=7.397341419426178
global_step=25728, return=18.67307874763766
global_step=25728, return=-1.811967376369637
global_step=25792, return=8.058618182955547
global_step=25792, return=3.5514106709480924
global_step=25920, return=-1.3684986429123582
global_step=25920, return=24.546553799245398
global_step=25984, return=3.3384198293513414
global_step=25984, return=11.144479721011109
global_step=26048, return=5.090950367845332
global_step=26112, return=17.761682928067586
global_step=26176, return=33.50506602789965
global_step=26240, return=5.21491631191184
global_step=26304, return=1.746587908627991
global_step=26368, return=7.761638940718752
global_step=26368, return=9.462617495892117
global_step=26368, return=-15.877393912377713
global_step=26432, return=-0.038987135375563975
global_step=26432, return=-2.528991282470561
global_step=26432, return=-1.7274467129202167
global_step=26432, return=12.606900647420371
global_step=26496, return=8.773052002312724
global_step=26624, return=13.24098197714097
global_step=26624, return=25.730923811777057
global_step=26624, return=8.531711763393947
global_step=26688, return=3.0061514874436286
global_step=26688, return=13.156230899407957
global_step=26880, return=51.732785366794765
global_step=26944, return=8.603525746116057
global_step=27136, return=21.310611194771152
global_step=27136, return=10.81879369727823
global_step=27136, return=-1.3262838796109293
global_step=27200, return=2.9088135553368804
global_step=27200, return=26.464453139686007
global_step=27200, return=28.861787277536497
global_step=27328, return=2.882910621695977
global_step=27392, return=5.670896867179823
global_step=27456, return=0.6285962114949686
global_step=27456, return=5.940128340079721
global_step=27520, return=3.2372179478039596
global_step=27520, return=-3.561823978319099
global_step=27584, return=44.839735685683664
global_step=27584, return=15.40473894718451
global_step=27648, return=8.236677571774397
global_step=27712, return=6.154996507938952
global_step=27776, return=19.947356109173253
global_step=27776, return=23.52993870436268
global_step=27968, return=15.418388995077336
global_step=28032, return=50.81872456018455
global_step=28096, return=14.405742524974688
global_step=28096, return=30.04601431657809
global_step=28160, return=11.75465094171278
global_step=28288, return=3.3756007031329927
global_step=28288, return=15.07900701682551
global_step=28416, return=7.771301323997518
global_step=28416, return=11.671657967245576
global_step=28416, return=-3.856706602858189
global_step=28480, return=26.21659198273051
global_step=28480, return=50.03498761877122
global_step=28544, return=30.509182989252057
global_step=28544, return=3.6346501010550734
global_step=28736, return=23.597940545319002
global_step=28736, return=0.47575235538274385
global_step=28736, return=11.08495364254105
global_step=28800, return=3.941709316422274
global_step=28800, return=24.470560802261996
global_step=28928, return=6.026635026132863
global_step=29056, return=17.71603887551239
global_step=29120, return=8.617373781853232
global_step=29248, return=47.38601094362627
global_step=29248, return=7.296683635018251
global_step=29312, return=16.289553334793805
global_step=29376, return=7.998843407052709
global_step=29376, return=18.55961540350759
global_step=29440, return=2.3716594047134087
global_step=29440, return=1.433876857673119
global_step=29504, return=34.53162019793159
global_step=29568, return=-2.051532767283075
global_step=29632, return=3.782149872246102
global_step=29632, return=10.497321922622987
global_step=29760, return=-8.410290564480924
global_step=29824, return=17.708505272875588
global_step=29824, return=-2.5787062009950894
global_step=29824, return=19.38097944493287
global_step=29952, return=2.566207186348154
global_step=29952, return=6.29206326697105
global_step=29952, return=11.164058388387783
global_step=29952, return=-3.8455767075162015
global_step=30016, return=5.2202870626430045
global_step=30016, return=-5.637256929478573
global_step=30016, return=4.64057650914388
global_step=30016, return=10.477353356454344
global_step=30080, return=72.60236923956134
global_step=30080, return=6.638549362298474
global_step=30080, return=8.798686237069159
global_step=30144, return=38.97948651729572
global_step=30208, return=-2.3607036045883447
global_step=30208, return=28.44004318195148
global_step=30272, return=-2.1498492265067948
global_step=30400, return=31.50691341137591
global_step=30464, return=11.273615622212953
global_step=30528, return=0.907619905775658
global_step=30528, return=4.868361447401247
global_step=30592, return=7.456193031853273
global_step=30656, return=8.56926075267686
global_step=30656, return=3.0153933996366358
global_step=30720, return=69.98838675706415
global_step=30720, return=48.414520127835
global_step=30848, return=14.036351434561592
global_step=30912, return=20.433063344519635
global_step=30976, return=25.09179276566826
global_step=30976, return=16.33522724641981
global_step=31040, return=-6.078814183501521
global_step=31040, return=0.7272990705380618
global_step=31104, return=-3.6189552237775513
global_step=31104, return=5.079963052120715
global_step=31168, return=18.410016327100035
global_step=31168, return=7.337518518743751
global_step=31232, return=21.828005867422338
global_step=31296, return=2.3760586901715053
global_step=31360, return=22.858880464925996
global_step=31360, return=5.464571026542922
global_step=31360, return=-0.5130765631694234
global_step=31424, return=25.15620654976771
global_step=31488, return=7.4077153136344
global_step=31552, return=58.72648100888308
global_step=31616, return=4.298303442693434
global_step=31680, return=3.089587849496675
global_step=31680, return=2.716424027772656
global_step=31808, return=21.66220724828173
global_step=31808, return=-0.5641697970490959
global_step=31936, return=12.348551355182806
global_step=32064, return=19.517066221396178
global_step=32064, return=0.4356951075626041
global_step=32064, return=4.525292264805223
global_step=32128, return=4.313896293219368
global_step=32128, return=16.04895397580789
global_step=32128, return=-0.2553219685303274
global_step=32192, return=14.491451274000614
global_step=32192, return=-11.23979755497367
global_step=32256, return=21.318043896144996
global_step=32320, return=22.61430338530281
global_step=32320, return=62.98906638987419
global_step=32320, return=5.809923903343806
global_step=32384, return=21.231386824713706
global_step=32384, return=-0.968108803372702
global_step=32448, return=30.60165836483539
global_step=32448, return=1.6490364115121627
global_step=32448, return=4.789190334555705
global_step=32448, return=27.452660084388345
global_step=32448, return=5.63583832930002
global_step=32448, return=23.696524440171608
global_step=32512, return=-1.7098976908794226
global_step=32640, return=12.387500102078297
global_step=32704, return=17.264298738367827
global_step=32768, return=10.950028030639796
SPS: 930
global_step=32832, return=24.37889245333732
global_step=32896, return=10.480379104149808
global_step=32960, return=4.727980463883883
global_step=33024, return=23.45699413070867
global_step=33088, return=2.9411041307121226
global_step=33152, return=17.067925318759485
global_step=33216, return=33.113219751577745
global_step=33344, return=24.996528525569833
global_step=33344, return=31.16028372494849
global_step=33600, return=5.663134360405459
global_step=33600, return=3.0762182060187557
global_step=33600, return=-0.8803901197766006
global_step=33856, return=22.326244368157614
global_step=33856, return=10.124316053983755
global_step=33920, return=-0.28335703950943303
global_step=33920, return=112.21712842802357
global_step=34112, return=8.380502299784045
global_step=34112, return=-5.628913680215442
global_step=34112, return=6.757201801902351
global_step=34176, return=0.8757115479596398
global_step=34240, return=89.39021023223532
global_step=34304, return=12.71540671250015
global_step=34304, return=7.360745777395558
global_step=34432, return=10.276819193981604
global_step=34560, return=4.733934274271699
global_step=34688, return=4.598944608285044
global_step=34752, return=20.01720409422054
global_step=34816, return=24.43668431456388
global_step=35136, return=23.99475318656358
global_step=35136, return=55.91228646315861
global_step=35200, return=46.995954023435914
global_step=35264, return=21.76874405165638
global_step=35392, return=-0.9565353420289404
global_step=35392, return=21.65859559417782
global_step=35456, return=46.28266440977057
global_step=35520, return=18.998227623367377
global_step=35648, return=23.052443643516582
global_step=35648, return=22.127800468051365
global_step=35776, return=40.05638239882262
global_step=35776, return=27.22209786469574
global_step=35904, return=19.28931958299068
global_step=35904, return=32.185129480255384
global_step=36160, return=22.264319396374304
global_step=36352, return=47.61669828088569
global_step=36416, return=29.33849187413731
global_step=36480, return=13.878238808185788
global_step=36608, return=23.717019740192946
global_step=36608, return=14.193644080618304
global_step=36736, return=6.143999912465631
global_step=36800, return=20.199550531129862
global_step=36928, return=33.173014966623676
global_step=36992, return=2.152150461718651
global_step=36992, return=17.921577948965986
global_step=36992, return=45.8733832322081
global_step=37120, return=40.8084988676179
global_step=37312, return=33.50726596182911
global_step=37440, return=40.46945677646258
global_step=37568, return=90.27705140946202
global_step=37568, return=-4.087085987414464
global_step=37568, return=21.9833253120072
global_step=37568, return=17.463477682051465
global_step=37632, return=6.920526848923518
global_step=37632, return=72.60361768784674
global_step=37760, return=19.62123041072449
global_step=37824, return=50.83860929634217
global_step=37888, return=45.033306429688494
global_step=37888, return=56.181674453764614
global_step=38016, return=21.859795245787204
global_step=38080, return=247.24356307184715
global_step=38144, return=58.60664809054585
global_step=38144, return=44.68017347067528
global_step=38144, return=8.218425688829981
global_step=38464, return=25.089137570827393
global_step=38592, return=14.644398976001447
global_step=38784, return=18.811184592883357
global_step=38912, return=22.622754968832556
global_step=38912, return=-2.837875115644758
global_step=38976, return=7.884570793098571
global_step=39040, return=120.41671014491982
global_step=39104, return=0.5862524325941113
global_step=39168, return=24.636419297822595
global_step=39168, return=61.50642583175432
global_step=39232, return=63.438309571263545
global_step=39360, return=26.314894310302613
global_step=39552, return=94.90800939903387
global_step=39680, return=75.15973543371175
global_step=39744, return=37.9395354027136
global_step=39872, return=20.800295954004014
global_step=40064, return=1.5274245210597386
global_step=40064, return=47.5571377079217
global_step=40192, return=4.319946979465748
global_step=40256, return=12.431374766056923
global_step=40256, return=72.14277123377283
global_step=40256, return=19.51710737812519
global_step=40640, return=10.05236867987751
global_step=40704, return=36.3882170664681
global_step=40832, return=21.504883908896318
global_step=40832, return=14.159530068055059
global_step=40960, return=11.13120189995956
SPS: 867
global_step=41152, return=38.733500321771885Exception in thread Thread-2:
Traceback (most recent call last):
  File "/home/okeren/anaconda3/envs/natanel/lib/python3.11/threading.py", line 1045, in _bootstrap_inner
    self.run()
  File "/home/okeren/anaconda3/envs/natanel/lib/python3.11/site-packages/tensorboard/summary/writer/event_file_writer.py", line 244, in run
    self._run()
  File "/home/okeren/anaconda3/envs/natanel/lib/python3.11/site-packages/tensorboard/summary/writer/event_file_writer.py", line 275, in _run
    self._record_writer.write(data)
  File "/home/okeren/anaconda3/envs/natanel/lib/python3.11/site-packages/tensorboard/summary/writer/record_writer.py", line 40, in write
    self._writer.write(header + header_crc + data + footer_crc)
  File "/home/okeren/anaconda3/envs/natanel/lib/python3.11/site-packages/tensorboard/compat/tensorflow_stub/io/gfile.py", line 775, in write
    self.fs.append(self.filename, file_content, self.binary_mode)
  File "/home/okeren/anaconda3/envs/natanel/lib/python3.11/site-packages/tensorboard/compat/tensorflow_stub/io/gfile.py", line 167, in append
    self._write(filename, file_content, "ab" if binary_mode else "a")
  File "/home/okeren/anaconda3/envs/natanel/lib/python3.11/site-packages/tensorboard/compat/tensorflow_stub/io/gfile.py", line 171, in _write
    with io.open(filename, mode, encoding=encoding) as f:
         ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
FileNotFoundError: [Errno 2] No such file or directory: b'runs/Walker2d-v5__baseline__3__1781758066/events.out.tfevents.1781758072.CRML-RLRL2.1136932.0'

global_step=41280, return=2.271407943719871
global_step=41280, return=34.38262418518384
global_step=41344, return=20.6313419801612
global_step=41408, return=34.14894787717945
global_step=41600, return=29.947347488857805
global_step=41600, return=-0.9594291194829743
global_step=41728, return=54.73745421213534
global_step=41728, return=30.908824078462313
global_step=41856, return=9.053366479829531
global_step=41920, return=48.55997521031066
global_step=41920, return=83.89716925801851
global_step=42240, return=28.157344672096475
global_step=42432, return=6.4484705198124015
global_step=42624, return=34.301450347048416
global_step=42752, return=11.747146516402516
global_step=42880, return=30.834749058570768
global_step=43008, return=33.48933644507823
global_step=43072, return=39.21239416492183
global_step=43200, return=52.2385773476585
global_step=43264, return=45.10010065319175
global_step=43264, return=68.14884373678835
global_step=43264, return=182.61731909303404
global_step=43264, return=48.81558397956885
global_step=43456, return=47.894019412770156
global_step=43520, return=18.7247138849472
global_step=43520, return=9.68482041092727
global_step=43520, return=64.30038991281415
global_step=43584, return=4.0155445990891385
global_step=43584, return=65.09333422538593
global_step=43648, return=24.82325683903953
global_step=43776, return=48.38414715630668
global_step=43840, return=31.47510866287401
global_step=43968, return=-1.4755150886346164
global_step=44032, return=63.94009025518725
global_step=44096, return=56.602945399401435
global_step=44096, return=214.20044087678224
global_step=44096, return=48.67175299628526
global_step=44160, return=42.37628419725923
global_step=44288, return=18.10775040968781
global_step=44352, return=247.1156897680411
global_step=44480, return=1.4938923408915326
global_step=44544, return=70.1730066076183
global_step=44672, return=40.47238388572544
global_step=44800, return=15.54854485242854
global_step=44864, return=21.682530313315933
global_step=45440, return=35.42867849414086
global_step=45568, return=10.662390238670156
global_step=45696, return=2.8571518228012427
global_step=45696, return=40.35555786182865
global_step=45696, return=36.032757235150676
global_step=45760, return=4.617976139792472
global_step=45952, return=22.351584151878882
global_step=46144, return=45.089644114792016
global_step=46272, return=15.347462534423007
global_step=46336, return=60.06007479852527
global_step=46528, return=34.66965387031389
global_step=46592, return=16.266599283884627
global_step=46592, return=-7.193365451079706
global_step=46848, return=27.785932784386688
global_step=46912, return=18.0854616297688
global_step=46912, return=83.66395548203931
global_step=47104, return=96.99299189509884
global_step=47104, return=16.08861517043776
global_step=47360, return=10.071756709967017
global_step=47360, return=33.2325525743913
global_step=47488, return=38.52304441946983
global_step=47744, return=30.68481273335142
global_step=47808, return=21.719515119106937
global_step=47872, return=55.99084121011758
global_step=47936, return=1.6471803788061559
global_step=48064, return=34.93988312805842
global_step=48064, return=12.16286494398428
global_step=48192, return=138.29514535965538
global_step=48192, return=29.982430682304408
global_step=48256, return=172.51478469818625
global_step=48448, return=76.15945163272191
global_step=48704, return=260.10129711916795
global_step=48768, return=0.3868373294813843
global_step=48832, return=22.64548859003331
global_step=48896, return=54.5907473700295
